run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
7031955-1;Natalia Nuñez Lagos;natalia.nunez679@mail.cl;940085894;912258992.0;Av Gran Avenida 700;La Florida;13;Metropolitana;adicional;8648495-9;abuelo;01-01-90;01-01-25;31-12-25;NO;;;Santiago Centro
22139740-1;Claudio Contreras Jara;claudio.contreras288@mail.cl;960417679;948976906.0;Av Alameda 1200;Concepcion;8;BioBio;administrativo;;;18-05-99;01-01-25;31-12-25;SI;administrativo;clave3037;Santa Cruz
18620130-2;Patricia Contreras Espinoza;patricia.contreras711@mail.cl;712756;917477304.0;Av Irarrazaval 300;Las Condes;13;Metropolitana;socio_titular;;;05-02-62;01-01-25;31-12-25;SI;socio;clave7909;Santiago Centro
22664198-K;Ignacio Iturra Nuñez;ignacio.iturra548@mail.cl;971096471;;Av Vicu�a Mackenna 3300;San Miguel;13;Metropolitana;beneficiario;7002432-2;c—nyuge;04-09-91;01-01-25;31-12-25;NO;;;Santa Cruz
18287709-6;Kevin Lagos Galdames;kevin.lagos797@mail.cl;585727;929060821.0;Av Macul 4000;San Miguel;13;Metropolitana;adicional;14812670-4;padre;12-09-04;01-01-25;31-12-25;NO;;;Santiago Centro
19467688-9;Helena Ortiz Pardo;helena.ortiz77@mail.cl;667500;;Av Gran Avenida 1700;Santiago;13;Metropolitana;invitado;18257455-3;prima;07-07-92;01-01-25;31-12-25;NO;;;Santa Cruz
14018480-2;Alvaro Barrera Ortiz;alvaro.barrera5@mail.cl;967047;;Av Alameda 2900;San Miguel;13;Metropolitana;beneficiario;12037120-7;c—nyuge;02-12-74;01-01-25;31-12-25;NO;;;Santiago Centro
18943579-3;Alvaro Alvarez Duarte;alvaro.alvarez137@mail.cl;921853264;;Av Providencia 2000;Puente Alto;13;Metropolitana;socio_titular;;;27-05-53;01-01-25;31-12-25;SI;socio;clave2382;La Florida
9605598-6;Ignacio Quezada Quezada;ignacio.quezada830@mail.cl;307166;925642078.0;Av Recoleta 3300;Santiago;13;Metropolitana;adicional;24341590-5;madre;20-06-99;01-01-25;31-12-25;NO;;;Providencia
11050786-0;Natalia Henriquez Jara;natalia.henriquez291@mail.cl;942129006;;Av Apoquindo 1600;Santiago;13;Metropolitana;invitado;8554458-8;abuelo;13-09-87;01-01-25;31-12-25;NO;;;Santiago Centro
5104120-8;Ignacio Lagos Fuentes;ignacio.lagos827@mail.cl;927987102;942103220.0;Av Providencia 2300;Providencia;13;Metropolitana;adicional;11423343-9;abuelo;07-09-69;01-01-25;31-12-25;NO;;;Providencia
6899006-8;Helena Ortiz Ortiz;helena.ortiz660@mail.cl;924133222;;Av Irarrazaval 1900;Puente Alto;13;Metropolitana;adicional;6717385-6;abuelo;-1990;01-01-25;31-12-25;NO;;;La Florida
11006489-8;Mauricio Iturra Jara;mauricio.iturra96@mail.cl;931586294;911149318.0;Av Vitacura 1300;Maipu;13;Metropolitana;adicional;8381764-2;madre;14-04-86;01-01-25;31-12-25;NO;;;Providencia
22322523-3;Mauricio Galdames Jara;mauricio.galdames9@mail.cl;938480549;983775020.0;Av Pedro de Valdivia 500;Concepcion;8;BioBio;adicional;19500913-7;hijo;-1990;01-01-25;31-12-25;NO;;;La Florida
11897010-9;Daniela Fuentes Espinoza;daniela.fuentes594@mail.cl;987240901;975433417.0;Av Pedro de Valdivia 500;San Miguel;13;Metropolitana;socio_titular;;;08-10-88;01-01-25;31-12-25;SI;socio;clave8314;Santa Cruz
5463600-8;Oscar Jara Jara;oscar.jara30@mail.cl;440317;925644189.0;Av Vicu�a Mackenna 2800;Las Condes;13;Metropolitana;adicional;7204671-7;prima;17-02-05;01-01-25;31-12-25;NO;;;Providencia
11882029-0;Patricia Pardo Jara;patricia.pardo79@mail.cl;89422;952523505.0;Av Vicu�a Mackenna 2600;Santa Cruz;6;O'Higgins;socio_titular;;;12-08-80;01-01-25;31-12-25;SI;socio;clave7678;Santiago Centro
20844457-3;Kevin Fuentes Quezada;kevin.fuentes152@mail.cl;939433192;;Av Macul 700;Vina del Mar;5;Valparaiso;invitado;14936708-K;abuela;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
24701290-7;Kevin Barrera Lagos;kevin.barrera557@mail.cl;988441215;;Av Recoleta 100;Concepcion;8;BioBio;administrativo;;;1990-01;01-01-25;31-12-25;SI;administrativo;clave2536;Providencia
11173162-4;Enrique Jara Ortiz;enrique.jara198@mail.cl;929103287;931987562.0;Av Irarrazaval 500;Vina del Mar;5;Valparaiso;invitado;19206433-3;hijo;01-01-90;01-01-25;31-12-25;NO;;;Santiago Centro
7897186-K;Claudio Quezada Pardo;claudio.quezada645@mail.cl;457619;971231774.0;Av Recoleta 800;Providencia;13;Metropolitana;invitado;9897596-9;madre;16-11-65;01-01-25;31-12-25;NO;;;Santiago Centro
8271979-2;Alvaro Jara Alvarez;alvaro.jara106@mail.cl;917155612;974701290.0;Av Pedro de Valdivia 3600;Independencia;13;Metropolitana;adicional;21896425-6;abuela;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
18376101-3;Oscar Lagos Alvarez;oscar.lagos920@mail.cl;54709;965300925.0;Av Apoquindo 1700;San Miguel;13;Metropolitana;administrativo;;;17-05-60;01-01-25;31-12-25;SI;administrativo;clave4846;Providencia
20456360-0;Felicia Espinoza Alvarez;felicia.espinoza499@mail.cl;943288970;;Av Apoquindo 500;Puente Alto;13;Metropolitana;adicional;6183714-0;primo;11-07-94;01-01-25;31-12-25;NO;;;Santiago Centro
17507120-2;Kevin Iturra Espinoza;kevin.iturra90@mail.cl;947365399;939841150.0;Av Alameda 3000;San Miguel;13;Metropolitana;invitado;12037120-7;c—nyuge;01-12-52;01-01-25;31-12-25;NO;;;Santiago Centro
23808824-7;Alvaro Ortiz Jara;alvaro.ortiz171@mail.cl;942419913;;Av Vicu�a Mackenna 2500;Concepcion;8;BioBio;socio_titular;;;07-06-79;01-01-25;31-12-25;SI;socio;clave7082;Providencia
19423046-K;Felicia Ortiz Mendez;felicia.ortiz831@mail.cl;495495;;Av Gran Avenida 1000;Independencia;13;Metropolitana;socio_titular;;;14-05-65;01-01-25;31-12-25;SI;socio;clave6047;Santiago Centro
6849160-6;Loreto Jara Alvarez;loreto.jara448@mail.cl;983071743;;Av Recoleta 1600;San Miguel;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave5077;Santa Cruz
16024022-2;Beatriz Alvarez Mendez;beatriz.alvarez232@mail.cl;984160186;;Av Alameda 1100;Independencia;13;Metropolitana;invitado;14125567-2;padre;09-03-59;01-01-25;31-12-25;NO;;;Santa Cruz
15926110-4;Kevin Ortiz Galdames;kevin.ortiz872@mail.cl;923851479;;Av Pedro de Valdivia 3700;La Florida;13;Metropolitana;adicional;9171985-1;abuela;15-07-62;01-01-25;31-12-25;NO;;;La Florida
24765399-6;Mauricio Iturra Alvarez;mauricio.iturra20@mail.cl;924716854;999384013.0;Av Vicu�a Mackenna 2800;Independencia;13;Metropolitana;adicional;16557572-6;abuela;01-01-90;01-01-25;31-12-25;NO;;;La Florida
12306559-K;Enrique Quezada Alvarez;enrique.quezada972@mail.cl;472620;963256027.0;Av Recoleta 100;La Reina;13;Metropolitana;invitado;23075751-8;prima;11-07-64;01-01-25;31-12-25;NO;;;Santa Cruz
9664319-3;Enrique Fuentes Ortiz;enrique.fuentes752@mail.cl;981907615;;Av Gran Avenida 4000;Santiago;13;Metropolitana;socio_titular;;;26-08-01;01-01-25;31-12-25;SI;socio;clave6787;Santiago Centro
18131919-4;Loreto Contreras Ortiz;loreto.contreras912@mail.cl;600348;971491206.0;Av Providencia 2600;La Florida;13;Metropolitana;beneficiario;14311235-7;c—nyuge;21-08-98;01-01-25;31-12-25;NO;;;Providencia
12623444-9;Helena Fuentes Barrera;helena.fuentes83@mail.cl;195675;970768238.0;Av Vitacura 3800;Nunoa;13;Metropolitana;socio_titular;;;26-03-81;01-01-25;31-12-25;SI;socio;clave6518;Santa Cruz
8036041-K;Loreto Quezada Henriquez;loreto.quezada833@mail.cl;910435269;962492657.0;Av Macul 3100;Nunoa;13;Metropolitana;adicional;9996844-4;padre;01-08-55;01-01-25;31-12-25;NO;;;Santiago Centro
19740480-9;Patricia Fuentes Jara;patricia.fuentes227@mail.cl;942475530;;Av Providencia 2300;La Reina;13;Metropolitana;adicional;12685186-0;primo;01-01-90;01-01-25;31-12-25;NO;;;Providencia
15027475-5;Loreto Mendez Barrera;loreto.mendez934@mail.cl;21713;;Av Gran Avenida 3800;Vina del Mar;5;Valparaiso;adicional;22539563-6;abuela;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
10727597-5;Beatriz Galdames Lagos;beatriz.galdames954@mail.cl;935154792;970079395.0;Av Irarrazaval 900;Nunoa;13;Metropolitana;socio_titular;;;04-07-97;01-01-25;31-12-25;SI;socio;clave4186;Santa Cruz
15759772-8;Daniela Jara Pardo;daniela.jara491@mail.cl;912917217;;Av Providencia 500;Las Condes;13;Metropolitana;socio_titular;;;26-02-02;01-01-25;31-12-25;SI;socio;clave1839;Providencia
18816347-1;Natalia Contreras Pardo;natalia.contreras187@mail.cl;931321994;977415530.0;Av Pedro de Valdivia 2300;Nunoa;13;Metropolitana;invitado;10847718-0;c—nyuge;17-09-95;01-01-25;31-12-25;NO;;;Santiago Centro
18096261-5;Alvaro Henriquez Nuñez;alvaro.henriquez733@mail.cl;579474;;Av Pedro de Valdivia 2700;Concepcion;8;BioBio;adicional;20099638-0;hijo;-1990;01-01-25;31-12-25;NO;;;La Florida
19301920-6;Javiera Galdames Iturra;javiera.galdames560@mail.cl;450041;995623206.0;Av Macul 2100;Santiago;13;Metropolitana;adicional;9526810-1;prima;11-01-82;01-01-25;31-12-25;NO;;;Providencia
6066855-9;Patricia Galdames Fuentes;patricia.galdames176@mail.cl;930546692;971595129.0;Av Alameda 1500;Independencia;13;Metropolitana;socio_titular;;;22-04-55;01-01-25;31-12-25;SI;socio;clave7038;Santiago Centro
10403855-7;Helena Barrera Iturra;helena.barrera783@mail.cl;44758;948050352.0;Av Pedro de Valdivia 1600;Vina del Mar;5;Valparaiso;beneficiario;22314415-4;hijo;12-10-61;01-01-25;31-12-25;NO;;;Santa Cruz
10331505-0;Kevin Pardo Mendez;kevin.pardo483@mail.cl;958733545;973547731.0;Av Vicu�a Mackenna 2300;Concepcion;8;BioBio;invitado;9848362-5;hijo;01-01-90;01-01-25;31-12-25;NO;;;La Florida
19596472-6;Ignacio Barrera Iturra;ignacio.barrera482@mail.cl;951354351;;Av Pedro de Valdivia 2000;Independencia;13;Metropolitana;adicional;17526820-0;primo;01-01-90;01-01-25;31-12-25;NO;;;Providencia
16875847-8;Beatriz Ortiz Contreras;beatriz.ortiz295@mail.cl;987973537;927074713.0;Av Apoquindo 3800;Puente Alto;13;Metropolitana;adicional;14006506-4;prima;10-08-67;01-01-25;31-12-25;NO;;;La Florida
20066325-K;Gonzalo Nuñez Quezada;gonzalo.nunez120@mail.cl;799948;979629550.0;Av Recoleta 2900;La Reina;13;Metropolitana;invitado;17276261-8;abuela;22-03-86;01-01-25;31-12-25;NO;;;Santiago Centro
9338562-4;Patricia Barrera Lagos;patricia.barrera911@mail.cl;507774;973631874.0;Av Apoquindo 1400;Santa Cruz;6;O'Higgins;adicional;21480086-9;hijo;27-08-59;01-01-25;31-12-25;NO;;;Santiago Centro
11710695-3;Patricia Galdames Henriquez;patricia.galdames734@mail.cl;926318511;;Av Pedro de Valdivia 3200;Santa Cruz;6;O'Higgins;adicional;11750440-9;prima;02-11-93;01-01-25;31-12-25;NO;;;Santiago Centro
13040029-9;Gonzalo Contreras Ortiz;gonzalo.contreras890@mail.cl;157305;980316668.0;Av Irarrazaval 300;La Florida;13;Metropolitana;invitado;7255229-8;padre;27-01-58;01-01-25;31-12-25;NO;;;Santa Cruz
17613680-4;Beatriz Barrera Duarte;beatriz.barrera66@mail.cl;928406860;;Av Vitacura 2900;Vina del Mar;5;Valparaiso;adicional;18963461-7;abuela;01-12-58;01-01-25;31-12-25;NO;;;Providencia
24055920-K;Alvaro Contreras Mendez;alvaro.contreras790@mail.cl;326697;;Av Vicu�a Mackenna 3000;Maipu;13;Metropolitana;adicional;16135811-4;primo;09-06-74;01-01-25;31-12-25;NO;;;Santa Cruz
5354498-3;Kevin Lagos Henriquez;kevin.lagos65@mail.cl;963205982;961078051.0;Av Irarrazaval 300;La Reina;13;Metropolitana;adicional;7002432-2;madre;25-10-53;01-01-25;31-12-25;NO;;;Santiago Centro
11655875-0;Enrique Duarte Alvarez;enrique.duarte53@mail.cl;934354854;;Av Pedro de Valdivia 3100;Concepcion;8;BioBio;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave6218;Providencia
22569820-1;Oscar Quezada Iturra;oscar.quezada578@mail.cl;975764364;978054412.0;Av Pedro de Valdivia 1000;Concepcion;8;BioBio;adicional;9459415-6;primo;18-08-86;01-01-25;31-12-25;NO;;;Santiago Centro
24290442-5;Helena Jara Fuentes;helena.jara108@mail.cl;979395336;939934291.0;Av Alameda 3100;Concepcion;8;BioBio;invitado;18749342-0;prima;19-01-71;01-01-25;31-12-25;NO;;;La Florida
19780543-9;Claudio Barrera Alvarez;claudio.barrera846@mail.cl;585623;950682535.0;Av Pedro de Valdivia 600;Vina del Mar;5;Valparaiso;invitado;12473060-0;prima;14-11-98;01-01-25;31-12-25;NO;;;La Florida
15378102-8;Felicia Nuñez Fuentes;felicia.nunez973@mail.cl;868751;;Av Recoleta 3600;Las Condes;13;Metropolitana;socio_titular;;;17-02-01;01-01-25;31-12-25;SI;socio;clave6634;Santiago Centro
11327826-7;Beatriz Mendez Jara;beatriz.mendez934@mail.cl;316338;943552252.0;Av Macul 3100;Santa Cruz;6;O'Higgins;adicional;9291293-0;abuela;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
19641969-2;Gonzalo Barrera Pardo;gonzalo.barrera262@mail.cl;968444740;;Av Providencia 2700;Maipu;13;Metropolitana;adicional;9883512-8;padre;15-08-01;01-01-25;31-12-25;NO;;;La Florida
17817213-1;Felicia Quezada Pardo;felicia.quezada800@mail.cl;976711774;967732865.0;Av Irarrazaval 3000;Santiago;13;Metropolitana;adicional;12480957-6;abuelo;14-03-66;01-01-25;31-12-25;NO;;;Santa Cruz
21522640-9;Kevin Contreras Fuentes;kevin.contreras862@mail.cl;940932678;959162191.0;Av Gran Avenida 1300;La Florida;13;Metropolitana;adicional;19423046-K;abuela;10-12-78;01-01-25;31-12-25;NO;;;La Florida
16659363-1;Patricia Quezada Duarte;patricia.quezada674@mail.cl;913600162;930885377.0;Av Pedro de Valdivia 900;Santiago;13;Metropolitana;beneficiario;6344903-3;c—nyuge;20-11-95;01-01-25;31-12-25;NO;;;Providencia
18701738-6;Claudio Lagos Galdames;claudio.lagos319@mail.cl;969006640;;Av Gran Avenida 2700;Concepcion;8;BioBio;socio_titular;;;05-04-02;01-01-25;31-12-25;SI;socio;clave5307;Santiago Centro
12938018-7;Enrique Quezada Quezada;enrique.quezada990@mail.cl;997502444;990038908.0;Av Recoleta 2800;La Reina;13;Metropolitana;invitado;12473060-0;abuela;26-06-63;01-01-25;31-12-25;NO;;;La Florida
24542623-4;Loreto Galdames Henriquez;loreto.galdames350@mail.cl;999366402;956143857.0;Av Gran Avenida 1300;Independencia;13;Metropolitana;beneficiario;22997716-4;c—nyuge;18-09-74;01-01-25;31-12-25;NO;;;Santiago Centro
8880675-1;Enrique Pardo Ortiz;enrique.pardo270@mail.cl;723601;;Av Irarrazaval 3100;Nunoa;13;Metropolitana;socio_titular;;;10-09-69;01-01-25;31-12-25;SI;socio;clave9887;Santiago Centro
15716836-3;Helena Henriquez Iturra;helena.henriquez914@mail.cl;814912;997662302.0;Av Recoleta 2100;Las Condes;13;Metropolitana;invitado;19172678-6;padre;21-08-69;01-01-25;31-12-25;NO;;;Providencia
18605721-7;Javiera Alvarez Pardo;javiera.alvarez160@mail.cl;915233845;;Av Alameda 1200;Nunoa;13;Metropolitana;invitado;9171985-1;madre;01-11-50;01-01-25;31-12-25;NO;;;La Florida
16213417-5;Ignacio Nuñez Galdames;ignacio.nunez687@mail.cl;557827;915534678.0;Av Pedro de Valdivia 600;Puente Alto;13;Metropolitana;invitado;18512802-4;hijo;27-12-85;01-01-25;31-12-25;NO;;;Santiago Centro
10078224-9;Mauricio Henriquez Contreras;mauricio.henriquez291@mail.cl;911841993;944239514.0;Av Gran Avenida 3800;Santiago;13;Metropolitana;administrativo;;;19-06-96;01-01-25;31-12-25;SI;administrativo;clave7770;Santiago Centro
13459508-6;Oscar Fuentes Nuñez;oscar.fuentes119@mail.cl;786026;;Av Pedro de Valdivia 400;Las Condes;13;Metropolitana;administrativo;;;20-06-01;01-01-25;31-12-25;SI;administrativo;clave3268;Providencia
8712106-8;Ignacio Lagos Lagos;ignacio.lagos762@mail.cl;391396;958583169.0;Av Apoquindo 3700;Nunoa;13;Metropolitana;invitado;22224530-3;hijo;27-02-59;01-01-25;31-12-25;NO;;;Santiago Centro
12372214-3;Loreto Nuñez Galdames;loreto.nunez113@mail.cl;923091;960505089.0;Av Pedro de Valdivia 3100;San Miguel;13;Metropolitana;adicional;17810585-K;padre;01-01-90;01-01-25;31-12-25;NO;;;Providencia
17010876-1;Daniela Jara Alvarez;daniela.jara226@mail.cl;882480;;Av Alameda 2300;Maipu;13;Metropolitana;adicional;24331529-8;madre;1990-01;01-01-25;31-12-25;NO;;;La Florida
15514475-0;Loreto Contreras Henriquez;loreto.contreras415@mail.cl;986509364;957832750.0;Av Providencia 700;Maipu;13;Metropolitana;socio_titular;;;20-02-58;01-01-25;31-12-25;SI;socio;clave3825;Santa Cruz
21082199-6;Daniela Jara Iturra;daniela.jara223@mail.cl;25988;964208829.0;Av Apoquindo 1600;Santa Cruz;6;O'Higgins;adicional;16028753-5;hijo;22-01-73;01-01-25;31-12-25;NO;;;Santa Cruz
21187057-8;Natalia Alvarez Iturra;natalia.alvarez41@mail.cl;527482;959418248.0;Av Macul 900;Independencia;13;Metropolitana;invitado;11934649-5;hijo;-1990;01-01-25;31-12-25;NO;;;Santiago Centro
18058319-K;Enrique Quezada Lagos;enrique.quezada467@mail.cl;490476;;Av Gran Avenida 3300;Vina del Mar;5;Valparaiso;invitado;14041737-8;madre;13-03-51;01-01-25;31-12-25;NO;;;La Florida
9177063-6;Natalia Barrera Jara;natalia.barrera289@mail.cl;428771;;Av Providencia 3400;La Reina;13;Metropolitana;invitado;24990383-3;abuela;21-02-82;01-01-25;31-12-25;NO;;;Santa Cruz
10792926-6;Claudio Espinoza Galdames;claudio.espinoza413@mail.cl;951139827;974176652.0;Av Alameda 2600;Santa Cruz;6;O'Higgins;adicional;24941085-3;primo;01-11-82;01-01-25;31-12-25;NO;;;Santa Cruz
24617995-6;Gonzalo Alvarez Galdames;gonzalo.alvarez4@mail.cl;566764;969314945.0;Av Providencia 200;Puente Alto;13;Metropolitana;socio_titular;;;09-11-00;01-01-25;31-12-25;SI;socio;clave5129;Providencia
24405205-3;Felicia Nuñez Galdames;felicia.nunez905@mail.cl;930096;969972309.0;Av Pedro de Valdivia 2800;Providencia;13;Metropolitana;adicional;20627319-4;prima;26-09-95;01-01-25;31-12-25;NO;;;Santa Cruz
20325949-8;Beatriz Iturra Quezada;beatriz.iturra330@mail.cl;992249482;919399197.0;Av Alameda 3800;Vina del Mar;5;Valparaiso;invitado;23559623-8;abuela;03-03-55;01-01-25;31-12-25;NO;;;La Florida
6257015-6;Javiera Ortiz Galdames;javiera.ortiz138@mail.cl;688826;913023830.0;Av Alameda 1600;Santa Cruz;6;O'Higgins;adicional;24331529-8;primo;01-01-90;01-01-25;31-12-25;NO;;;La Florida
11743695-0;Loreto Barrera Barrera;loreto.barrera318@mail.cl;447839;934887461.0;Av Providencia 2400;Vina del Mar;5;Valparaiso;invitado;18363264-7;c—nyuge;16-07-58;01-01-25;31-12-25;NO;;;Santiago Centro
8137828-2;Patricia Nuñez Jara;patricia.nunez668@mail.cl;117346;;Av Providencia 200;La Reina;13;Metropolitana;invitado;24724208-2;madre;14-08-92;01-01-25;31-12-25;NO;;;Santa Cruz
7071829-7;Alvaro Ortiz Henriquez;alvaro.ortiz947@mail.cl;770979;;Av Gran Avenida 1400;Providencia;13;Metropolitana;invitado;8054887-4;prima;-1990;01-01-25;31-12-25;NO;;;Santa Cruz
5070347-0;Enrique Henriquez Espinoza;enrique.henriquez961@mail.cl;22105;;Av Pedro de Valdivia 300;Las Condes;13;Metropolitana;administrativo;;;-1990;01-01-25;31-12-25;SI;administrativo;clave4104;La Florida
21021130-6;Patricia Nuñez Alvarez;patricia.nunez950@mail.cl;527981;;Av Vitacura 1700;Puente Alto;13;Metropolitana;invitado;18512802-4;c—nyuge;11-10-65;01-01-25;31-12-25;NO;;;Providencia
17510421-6;Daniela Alvarez Ortiz;daniela.alvarez31@mail.cl;941542023;;Av Recoleta 2900;Independencia;13;Metropolitana;invitado;23937539-1;primo;1990-01;01-01-25;31-12-25;NO;;;La Florida
12560998-1;Enrique Nuñez Duarte;enrique.nunez370@mail.cl;687341;;Av Vitacura 3500;San Miguel;13;Metropolitana;adicional;18144207-0;madre;01-01-90;01-01-25;31-12-25;NO;;;Providencia
23237758-5;Oscar Barrera Pardo;oscar.barrera891@mail.cl;366351;970767880.0;Av Gran Avenida 2800;La Florida;13;Metropolitana;adicional;9171985-1;abuelo;23-12-89;01-01-25;31-12-25;NO;;;Santiago Centro
14768234-4;Gonzalo Henriquez Contreras;gonzalo.henriquez493@mail.cl;911986180;986343835.0;Av Macul 1100;Concepcion;8;BioBio;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave7295;La Florida
12178247-2;Mauricio Pardo Quezada;mauricio.pardo885@mail.cl;558145;954067185.0;Av Vitacura 1000;Santa Cruz;6;O'Higgins;adicional;20849694-8;prima;09-02-51;01-01-25;31-12-25;NO;;;Santa Cruz
13396617-K;Helena Espinoza Nuñez;helena.espinoza920@mail.cl;319683;960899940.0;Av Providencia 1500;Maipu;13;Metropolitana;socio_titular;;;19-07-03;01-01-25;31-12-25;SI;socio;clave1865;Santiago Centro
24671844-K;Oscar Mendez Alvarez;oscar.mendez648@mail.cl;633142;;Av Macul 1800;Maipu;13;Metropolitana;adicional;22279269-1;madre;28-07-79;01-01-25;31-12-25;NO;;;Providencia
8768515-2;Alvaro Barrera Iturra;alvaro.barrera855@mail.cl;24357;954442985.0;Av Vitacura 1900;San Miguel;13;Metropolitana;adicional;6005570-0;abuelo;25-05-77;01-01-25;31-12-25;NO;;;Santa Cruz
18018468-0;Felicia Mendez Quezada;felicia.mendez85@mail.cl;969574739;986725804.0;Av Apoquindo 2000;Vina del Mar;5;Valparaiso;invitado;10968159-8;c—nyuge;20-08-72;01-01-25;31-12-25;NO;;;Santa Cruz
16460340-7;Felicia Quezada Espinoza;felicia.quezada162@mail.cl;987378230;953347835.0;Av Recoleta 2600;Puente Alto;13;Metropolitana;invitado;23271233-3;abuelo;13-09-70;01-01-25;31-12-25;NO;;;Santiago Centro
19279133-7;Loreto Galdames Mendez;loreto.galdames37@mail.cl;937586272;;Av Pedro de Valdivia 2300;Vina del Mar;5;Valparaiso;adicional;12620839-1;primo;14-12-83;01-01-25;31-12-25;NO;;;Providencia
7400263-3;Oscar Quezada Fuentes;oscar.quezada823@mail.cl;992959209;985620798.0;Av Alameda 2100;San Miguel;13;Metropolitana;socio_titular;;;03-12-58;01-01-25;31-12-25;SI;socio;clave9033;La Florida
14353176-7;Beatriz Alvarez Duarte;beatriz.alvarez787@mail.cl;166850;;Av Vicu�a Mackenna 1900;Santiago;13;Metropolitana;invitado;6833542-6;padre;05-02-68;01-01-25;31-12-25;NO;;;La Florida
23729235-2;Loreto Espinoza Duarte;loreto.espinoza582@mail.cl;942869308;;Av Gran Avenida 700;Providencia;13;Metropolitana;socio_titular;;;08-09-70;01-01-25;31-12-25;SI;socio;clave8844;Santa Cruz
13561224-3;Javiera Contreras Galdames;javiera.contreras599@mail.cl;987296745;;Av Alameda 400;Puente Alto;13;Metropolitana;adicional;24480744-5;abuelo;06-05-60;01-01-25;31-12-25;NO;;;La Florida
11031160-6;Helena Fuentes Lagos;helena.fuentes397@mail.cl;990712785;919923482.0;Av Apoquindo 3300;San Miguel;13;Metropolitana;administrativo;;;27-06-51;01-01-25;31-12-25;SI;administrativo;clave6666;Santa Cruz
6823781-5;Claudio Duarte Jara;claudio.duarte902@mail.cl;971809786;914978995.0;Av Recoleta 3700;Vina del Mar;5;Valparaiso;invitado;17545284-4;hijo;-1990;01-01-25;31-12-25;NO;;;La Florida
